ME2;Share_Free_Shipping_SI;Share_Drop_Shipping_SI;Share_XDM_SI;Share_Fulfillment_SI;Share_Flex_SI;Share_Logistic_SI;Share_Logistic_SI_melinet;Shipments_Delivered_Same_Day;Shipments_Delivered_Next_Day;Shipments_Delivered 2_Days;Shipments_Delivered_menor2days;Unique_Receivers;Unique_Shippers;D1;D2;D3;D4;D5;D6;D7;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;Casos_confirmados_mms;Positividad_mms;Casos_activos;Casos_recuperados;fin_mes;feriado
158767;0,513242676;0,531111629;0,219308798;0,112517085;0,137062488;0,090667456;0,273238046;0,55017169;0,190416284;0,121080256;0,861668231;73687;9655;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2729,3;0,0785;31522;588254;1;0
150876;0,519353641;0,523668443;0,221572682;0,115836846;0,138922029;0,094852727;0,281120475;0,041807274;0,831624412;0,075041101;0,948472787;69822;9400;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2788,9;0,0797;33226;590738;1;0
147946;0,511450124;0,523386911;0,20946832;0,1268233;0,140321469;0,088775634;0,263984081;0,046385807;0,205537766;0,684253259;0,936176832;68888;9443;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2883,6;0,0795;34958;593224;0;0
134593;0,512485791;0,521089507;0,208792434;0,124902484;0,145215576;0,088243817;0,264444593;0,054654024;0,259189635;0,320644311;0,63448797;62344;9057;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2971,1;0,0804;35216;597010;0;0
113135;0,518363018;0,539850621;0,214982101;0,110602378;0,1345649;0,078057188;0,239744808;0,061562839;0,280536827;0,364251228;0,706350894;52477;8508;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3117,3;0,0814;36207;600173;0;0
105696;0,499176885;0,535110127;0,233291705;0,120297835;0,111300333;0,087770587;0,24822733;0,236441967;0,401897843;0,198034578;0,836374388;50067;8315;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3387,6;0,0818;36477;603305;0;0
121246;0,485731488;0,514788117;0,226968312;0,117537898;0,140705673;0,090188542;0,261790759;0,52840562;0,105070251;0,149053146;0,782529017;57072;8781;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3604,7;0,0808;36789;605937;0;0
147171;0,51604596;0,508938582;0,234815283;0,11729213;0,138954006;0,096370888;0,273697414;0,347684916;0,214659456;0,264109343;0,826453715;67881;9282;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3716,3;0,0769;38703;608709;0;0
140702;0,512942247;0,4980313;0,240287985;0,120723231;0,140957485;0,09495956;0,263037701;0,047337088;0,723615591;0,155955648;0,926908327;65751;9251;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3861,4;0,0741;39793;611818;0;0
135974;0,507398473;0,488144792;0,231257446;0,132084075;0,148513686;0,096165443;0,264669568;0,053918535;0,244342187;0,594117489;0,89237821;64054;9140;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3931,7;0,0752;40843;614859;0;0
130732;0,468760518;0,485313466;0,244033595;0,124277147;0,146375792;0,093978521;0,255160955;0,06362162;0,291046121;0,355282545;0,709950286;62084;9119;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3970,3;0,0752;39944;619776;0;0
115786;0,463613908;0,498048123;0,259608243;0,114167516;0,128176118;0,081253347;0,217385277;0,066930193;0,302302735;0,380039061;0,749271989;54727;8709;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3963,4;0,075;40035;623964;0;0
104211;0,453378242;0,511855754;0,262697796;0,116907044;0,108539406;0,091900087;0,242094087;0,260759329;0,435606553;0,181835912;0,878201794;50124;8484;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3986,1;0,0737;39377;628182;0;0
118106;0,431739285;0,49784939;0,26004606;0,109562596;0,132541954;0,091849694;0,248505257;0,575215374;0,165672631;0,160371107;0,901259112;56706;8740;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3978,7;0,0728;38477;632226;0;0
145467;0,46341782;0,495651935;0,256064949;0,113963992;0,134319124;0,090171654;0,243688112;0,344889629;0,243806718;0,279881251;0,868577597;69401;9497;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4001,9;0,073;39273;636380;0;0
135720;0,461877395;0,480754495;0,261133215;0,123710581;0,134401709;0,09692013;0,251842775;0,043296784;0,741784528;0,162479331;0,947560643;65924;9422;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4028,9;0,0737;40201;639782;0;0
140272;0,461054238;0,478948044;0,261848409;0,116716094;0,142487453;0,091115832;0,240687733;0,057787691;0,245004753;0,595401455;0,898193899;66601;9353;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4055,4;0,0743;41577;642726;0;0
131360;0,45476553;0,471010962;0,256425091;0,128067905;0,144496041;0,094511267;0,245807512;0,059919466;0,287507262;0,355800629;0,703227357;62315;8934;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4124,7;0,0742;40900;647412;0;0
118659;0,462299531;0,491627268;0,261008436;0,113998938;0,133365358;0,080111917;0,213627579;0,067189519;0,308429272;0,398438304;0,774057095;54663;8518;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4158,6;0,0747;40938;651611;0;0
103944;0,441054799;0,503521127;0,268019318;0,118611945;0,10984761;0,09861079;0,255051259;0,268855721;0,433764511;0,18185738;0,884477612;49346;8182;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4181,1;0,0764;40112;655702;0;0
119584;0,431755084;0,487489965;0,263179021;0,106903934;0,142427081;0,096844059;0,261682032;0,495184136;0,140509915;0,20509915;0,840793201;56327;8618;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4202,6;0,0772;39011;659720;0;0
150572;0,458584597;0,493737215;0,262000903;0,110146641;0,134115241;0,093755811;0,251931828;0,348244577;0,245681891;0,284779702;0,87870617;69873;9457;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4191,4;0,0776;39339;663999;0;0
142344;0,462485247;0,486054909;0,25897825;0,116576744;0,138390097;0,097116844;0,258595533;0,045907172;0,747276861;0,161677216;0,954861249;66344;9222;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4161,1;0,0771;39709;667559;0;0
137194;0,460967681;0,484073648;0,255506801;0,120719565;0,139699987;0,090929633;0,241688624;0,050011845;0,245338808;0,60760882;0,902959473;64539;9277;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4146,4;0,077;40257;670703;0;0
130723;0,467729474;0,470131499;0,253283661;0,130053625;0,146531215;0,092340292;0,240885235;0,062791093;0,291274112;0,361976564;0,716041769;61178;8917;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4096,4;0,0773;38925;675653;0;0
118403;0,45976031;0,494573617;0,273227874;0,108916159;0,123282349;0,074567367;0,195128959;0,067624673;0,310732591;0,389484026;0,76784129;56354;8761;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4040,7;0,0766;38227;679983;0;0
113431;0,446394725;0,498302933;0,28254181;0,122850015;0,096305243;0,088732357;0,21888048;0,258169935;0,43501892;0,196319229;0,889508084;54518;8734;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3999,4;0,0749;36619;684303;1;0
127818;0,432622948;0,484603108;0,267998248;0,123464614;0,123934031;0,091066986;0,232632505;0,399881517;0,210900474;0,260663507;0,871445498;61599;9067;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3958,1;0,075;35018;688312;1;0
155916;0,449062316;0,479161856;0,262936453;0,130333;0,127568691;0,091164473;0,231811733;0,334533106;0,250988206;0,287549143;0,873070455;74502;9902;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3931,9;0,0737;35197;692549;1;0
153379;0,461992841;0,46814753;0,270878021;0,129463616;0,131510833;0,095189042;0,237769526;0,045425714;0,762824679;0,155618897;0,963869291;72655;9719;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3824;0,0725;35617;695814;1;0
143707;0,456171237;0,464772071;0,267920143;0,130814783;0,136493003;0,094936224;0,238093576;0,045830827;0,225015037;0,622313147;0,893159011;69425;9631;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3728,1;0,0718;36104;698731;1;0
133100;0,456844478;0,45582269;0,262336589;0,138354621;0,143486101;0,092922615;0,231905798;0,065565603;0,283389694;0,357234478;0,706189775;64075;9252;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3611;0,0704;34912;703338;1;0
112055;0,459881308;0,475587881;0,267306234;0,131631788;0,125474098;0,080139217;0,200881373;0,057659045;0,265559544;0,361541307;0,684759896;54622;8901;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3597,1;0,0694;34570;707268;1;0
102051;0,455791712;0,48476742;0,277341721;0,145819247;0,092071611;0,090425376;0,213690256;0,230885178;0,409989656;0,220245308;0,861120142;49247;8567;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3539,3;0,0697;33866;710960;0;0
119539;0,435523135;0,465036515;0,277131313;0,135738127;0,122094045;0,091710655;0,222129919;0,419873356;0,220165611;0,252313687;0,892352655;57523;8903;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3494,3;0,0696;32762;714578;0;0
147597;0,456506569;0,465802151;0,265784535;0,137997385;0,13041593;0,093734968;0,232142558;0,308325059;0,238641233;0,289197805;0,836164097;71441;9899;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3450,1;0,0702;33235;718210;0;0
135800;0,459653903;0,465206186;0,268063328;0,128799705;0,137930781;0,08583947;0,216294949;0,045385827;0,754145745;0,151463642;0,950995214;66593;9536;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3419,1;0,0707;34224;720922;0;0
131075;0,460041961;0,459782567;0,264932291;0,13701316;0,138271982;0,088498951;0,220176521;0,049236398;0,24222572;0,611468924;0,902931042;63815;9234;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3439,1;0,0711;35550;723330;0;0
116339;0,457980557;0,44400416;0,247603985;0,156740216;0,151651639;0,092557096;0,228906698;0,061818492;0,299778077;0,367838167;0,729434735;56374;8789;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3493,9;0,0714;34474;727746;0;0
97521;0,470934465;0,475097671;0,254745132;0,130187344;0,139969853;0,079654639;0,206931458;0,068992145;0,305167775;0,384886401;0,759046321;46872;8146;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3473,4;0,0725;34223;731431;0;0
84357;0,448249701;0,488163401;0,272366253;0,141150112;0,098320234;0,087023009;0,210446349;0,273137516;0,407107458;0,197429389;0,877674362;41963;8003;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3475;0,0731;33643;734835;0;0
92439;0,433799587;0,475351313;0,256937007;0,142429061;0,125282619;0,085083136;0,21304548;0,504987531;0,198254364;0,199501247;0,902743142;45410;8060;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3456,3;0,0731;32833;738250;0;0
127597;0,463459172;0,460010815;0,261738129;0,139580084;0,138670972;0,09298808;0,231706603;0,308615948;0,242751384;0,2971054;0,848472732;60930;9059;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3416;0,0727;33306;741838;0;0
125180;0,470202908;0,432489216;0,29426426;0,131762262;0,141484263;0,10382649;0,243708982;0,049096825;0,748624618;0,154640951;0,952362394;59424;8998;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3406,1;0,073;33726;744826;0;0
116666;0,46902268;0,430476746;0,290564518;0,13394648;0,145012257;0,102094869;0,240499939;0,056693127;0,261852358;0,585842887;0,904388371;55470;8821;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3425,7;0,0744;34956;747340;0;0
110424;0,468358328;0,425568717;0,275936391;0,144542853;0,153952039;0,101544954;0,241498137;0,067864921;0,298195109;0,376461311;0,742521341;52781;8586;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3376,9;0,0751;34297;751445;0;0
94379;0,47683277;0,448871041;0,287956007;0,12184914;0,141323811;0,09827398;0,239806603;0,074696926;0,31651632;0,382777528;0,773990775;45034;8309;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3373;0,0754;34241;755146;0;0
82129;0,4554664;0,461213457;0,307041362;0,130416783;0,101328398;0,102911274;0,235248274;0,312234847;0,43658263;0,162724923;0,9115424;40093;7830;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3344,9;0,0758;33685;758880;0;0
100223;0,445556409;0,442353552;0,298155114;0,122656476;0,136834858;0,09732297;0,231274452;0,546195652;0,16576087;0,175271739;0,887228261;48260;8290;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3375,4;0,0762;33105;762220;0;0
128694;0,475702053;0,435257277;0,292437876;0,127760424;0,144544423;0,10458141;0,248885848;0,334319527;0,235425561;0,297256136;0,867001223;61154;9215;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3348,1;0,0761;34279;765654;0;0
126802;0,471759121;0,439023044;0,282053911;0,132458479;0,146464567;0,1000694;0,241414737;0,050726603;0,755850882;0,153098452;0,959675938;59499;9076;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3380,1;0,0761;35439;768478;0;0
127239;0,475176636;0,430048963;0,277312774;0,138951108;0,153687156;0,107639953;0,258585859;0,064924088;0,279522378;0,57800413;0,922450595;59298;8952;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3425,1;0,0754;36886;771083;0;0
118600;0,475952783;0,425430017;0,266332209;0,143111299;0,165126476;0,112032041;0,273620264;0,075557216;0,329254915;0,384090553;0,788902685;55872;8739;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3533,6;0,0763;36851;775144;0;0
104044;0,479277998;0,452145246;0,279439468;0,112779209;0,155636077;0,062175618;0,158522839;0,086934231;0,340519791;0,402581867;0,830035889;49510;8499;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3623,6;0,0771;37564;778552;0;0
97112;0,459222341;0,46604951;0,294649477;0,127481671;0,111819343;0,10350935;0,245206616;0,321161938;0,46889281;0,145287544;0,935342292;47138;8518;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3707,9;0,0779;37537;782296;0;0
113220;0,438093976;0,435877054;0,292077372;0,123873874;0,148171701;0,10400106;0,250031851;0,655413271;0,166472643;0,103608848;0,925494761;55579;8935;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3784,3;0,0788;37470;785742;0;0
146147;0,470690469;0,446871985;0,285671276;0,117498135;0,149958603;0,100966835;0,250432776;0,399392191;0,246990516;0,25958423;0,905966937;70129;9924;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3840,1;0,0797;39471;789387;1;0
144741;0,476913936;0,40539999;0,313870983;0,131144596;0,14958443;0,114597799;0,257514128;0,055853167;0,766623452;0,143538563;0,966015182;69148;9806;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3911,4;0,0813;41160;792565;1;0
141147;0,472521556;0,405754285;0,310010131;0,129120704;0,15511488;0,114327616;0,260349779;0,064031643;0,269242609;0,587059339;0,920333591;68362;9706;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3966,6;0,0843;43206;795325;1;0
130115;0,47278177;0,398416785;0,300564885;0,136609922;0,164408408;0,115597741;0,26441995;0,077085229;0,319424413;0,385648035;0,782157676;63276;9383;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4072,1;0,0841;43438;799933;1;0
108324;0,469443521;0,420608545;0,316254939;0,104787489;0,158349027;0,100679443;0,239119472;0,079310776;0,313321892;0,386631508;0,779264176;52994;8899;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4145,6;0,0847;44663;803917;1;0
107040;0,451504111;0,439218984;0,324766443;0,115610987;0,120403587;0,09078849;0,206160635;0,270251872;0,461938894;0,170664318;0,902855084;53254;9057;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4298,7;0,0852;45083;807969;0;0
126905;0,442709113;0,418927544;0,31670147;0,11054726;0,153823726;0,094558922;0,221320546;0,513;0,183;0,185;0,881;62640;9584;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4391,7;0,0856;45064;811995;0;0
144321;0,464215187;0,409635465;0,316184062;0,121784079;0,152396394;0,117952342;0,269317175;0,353465851;0,213802243;0,27077472;0,838042814;71319;10017;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4503,3;0,0862;47054;816116;0;0
139242;0,472048664;0,411844128;0,309138047;0,123655219;0,155362606;0,12708091;0,29362959;0,053323042;0,759321687;0,143980089;0,956624817;68513;9890;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4632,6;0,0879;48945;819833;0;0
135413;0,462769453;0,403868166;0,315464542;0,126479732;0,15418756;0,118969375;0,269195422;0,055531368;0,234012141;0,609284253;0,898827762;66993;9656;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4775,3;0,088;51402;823212;0;0
129025;0,472621585;0,399449719;0,308637861;0,130439837;0,161472583;0,117473358;0,267545718;0,071366042;0,281677524;0,368057818;0,721101384;63709;9438;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4869,3;0,089;51095;828858;0;0
110663;0,474196434;0,430360645;0,316067701;0,100530439;0,153041215;0,102482311;0,245998004;0,075093472;0,300275782;0,388700553;0,764069807;53712;9084;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4996,6;0,0894;52202;833725;0;0
113434;0,447141069;0,437655377;0,320609341;0,119752455;0,121982827;0,114366063;0,259709321;0,34627257;0,410672756;0,153875428;0,910820754;56108;9261;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5061,4;0,0894;52575;838531;0;0
133371;0,438213705;0,422175735;0,313613904;0,117986669;0,146223692;0,117709247;0,272727273;0,798395186;0,104814443;0,052156469;0,955366098;66170;9771;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5116,3;0,0894;52405;843371;0;0
148694;0,469723055;0,406660659;0,332030882;0,114248053;0,147060406;0,1073009;0,240434606;0,359158553;0,217091258;0,289088433;0,865338244;72464;10212;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5268,1;0,0891;54494;848580;0;0
148805;0,465837842;0,380484527;0,347118712;0,119330668;0,153066093;0,12662881;0,271473851;0,049479779;0,766523526;0,14890223;0,964905534;72311;10065;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5330,6;0,089;56595;853052;0;0
140906;0,471583893;0,368259691;0,342341703;0,121222659;0,168175947;0,125849857;0,271483029;0,055405394;0,253102485;0,608170643;0,916678522;69203;9826;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5428,1;0,0894;58995;857059;0;0
134784;0,477675392;0,362261099;0,330194979;0,121950677;0,185593246;0,12037037;0,266220341;0,078014257;0,291274332;0,393758042;0,763046631;65557;9642;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5516,9;0,0894;59096;863170;0;0
112339;0,484462208;0,391992095;0,333962382;0,094677717;0,179367806;0,106347751;0,248104999;0,078385317;0,305278693;0,402205432;0,785869441;55995;9217;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5682;0,0893;60196;868778;0;0
113002;0,45095662;0,399807083;0,344878852;0,106883064;0,148431001;0,119413816;0,264329089;0,383717286;0,399702241;0,144021313;0,92744084;56907;9329;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5839,4;0,0903;60193;874614;0;0
129396;0,442239327;0,398412625;0,330798479;0,107113048;0,163675848;0,120444218;0,275042355;0,920150305;0,041803664;0,022545796;0,984499765;64724;9710;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5987,7;0,091;60116;879953;0;0
161975;0,475517827;0,37331687;0,342460256;0,111671554;0,17255132;0,12161136;0,267788684;0,370150814;0,213556513;0,287523549;0,871230877;80438;10375;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6038,7;0,0919;62159;885927;0;0
152905;0,474085216;0,371688303;0,348072333;0,110467284;0,169772081;0,129224028;0,281816496;0,052623357;0,742676673;0,141440554;0,936740585;76036;10171;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6100,3;0,0905;64193;891106;0;0
151299;0,470703706;0,385567651;0,32353155;0,113160034;0,177740765;0,12142182;0,278049371;0,061978237;0,246890405;0,588022526;0,896891168;75651;10077;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6210,9;0,0908;66576;895776;0;0
148311;0,470207874;0,373444991;0,304151412;0,105352941;0,217050657;0,109897445;0,268366977;0,081792951;0,292826772;0,363883008;0,738502731;74136;9973;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6356,9;0,0921;66144;903074;0;0
122190;0,465013504;0,390367461;0,310246338;0,093600131;0,205786071;0,105589656;0,261459895;0,092341239;0,310175646;0,36792357;0,770440455;62183;9332;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6428,9;0,0932;67003;909647;0;0
125319;0,44475299;0,409347346;0,325050471;0,106911163;0,158691021;0,115585027;0,267581697;0,397162574;0,395581942;0,125293959;0,918038475;64197;9735;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6498,9;0,0936;66491;916054;0;0
156367;0,443738129;0,389110234;0,325746481;0,102496051;0,182647234;0,119603241;0,279288562;0,882181818;0,038545455;0,043272727;0,964;77017;10304;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6654,9;0,0941;65339;922266;0;0
171282;0,449866302;0,383636342;0,302074941;0,104541049;0,209747668;0,113800633;0,279872498;0,387075654;0,187342456;0,271990703;0,846408813;85537;10764;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6718,6;0,0962;66940;928974;0;0
169707;0,453110361;0,377426977;0,307365047;0,101357045;0,213850931;0,112558704;0,27539178;0,060427206;0,729032591;0,14132567;0,930785468;84836;10589;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6893,9;0,0998;68132;934807;1;0
164991;0,459006855;0,371026298;0,302149814;0,095871896;0,230951991;0,111369711;0,279808132;0,074861227;0,261032473;0,570767416;0,906661116;82920;10434;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7009,1;0,1031;69625;940069;1;0
143195;0,46391983;0,392339118;0,325199902;0,075973323;0,206487657;0,111994134;0,279166522;0,101179728;0,304956155;0,354015692;0,760151575;71809;10007;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7078,6;0,1052;69390;948086;1;0
137772;0,449198676;0,419998258;0,337819005;0,102190576;0,139992161;0,118623523;0,269593045;0,317535717;0,450540286;0,130139967;0,898215969;68503;9911;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7141,4;0,1068;68051;955299;1;1
144621;0,447984733;0,417021041;0,33477849;0,101638075;0,146562394;0,11879326;0,272201537;0,465863001;0,243916179;0,176430825;0,886210005;71388;10225;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;7138,3;0,1093;67010;962352;1;0
166549;0,443935418;0,398843584;0,327951534;0,102024029;0,171180854;0,117869216;0,274130034;0,936053448;0,031853973;0,020639466;0,988546886;81353;10518;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;6932,6;0,1109;65736;969218;1;0
156157;0,457763661;0,384856266;0,336437047;0,107404727;0,171301959;0,12150592;0,273759541;0,431977389;0,180823584;0,244227398;0,857028371;79627;9932;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6899,7;0,1151;66692;976650;1;0
145569;0,476337682;0,387060432;0,332646374;0,111218735;0,16907446;0,128901071;0,290405956;0,038103855;0,777822989;0,129741566;0,94566841;72463;9641;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6768,4;0,1188;68188;982545;0;0
137832;0,478256138;0,391469325;0,312626966;0,115147426;0,180756283;0,121307099;0,28357728;0,046563905;0,160029972;0,668681602;0,87527548;68901;9532;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6820,6;0,1211;69992;987605;0;0
132764;0,478036215;0,3895785;0,314068573;0,105721431;0,190631497;0,108636377;0,258787433;0,065163759;0,242419909;0,284843392;0,59242706;66534;9400;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6971,9;0,1213;68301;995914;0;0
120072;0,48012859;0,397753015;0,33710607;0,091703311;0,173437604;0,106194617;0,247649938;0,086839334;0,275568793;0,32975844;0,692166567;60182;9243;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6985,6;0,1221;68278;1002939;0;0
111059;0,457981794;0,423756742;0,341629224;0,100117955;0,134496079;0,104223881;0,235935589;0,38642251;0,343322912;0,123447968;0,85319339;56435;9255;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;7077,1;0,1215;67594;1009694;0;0
135255;0,444264537;0,416376474;0,342700824;0,095648959;0,145273742;0,104262319;0,237851878;0,910886541;0,039963252;0,021129995;0,971979789;67875;10115;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;7157,9;0,1219;64889;1017476;0;0
164837;0,469803503;0,38834121;0,348162124;0,109398982;0,154097684;0,108246328;0,236572398;0,349415602;0,209484183;0,265498568;0,824398352;81353;10681;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7237;0,1165;66823;1023350;0;0
147344;0,469343848;0,37669671;0,359166305;0,10544033;0,158696655;0,117140841;0,252129074;0,056235204;0,730724011;0,159419139;0,946378354;75855;10290;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7288,9;0,1123;67597;1029362;0;0
159941;0,463252074;0,369311184;0,347609431;0,115686409;0,167392976;0,12403949;0,267732794;0,073648493;0,25235469;0,563103686;0,889106869;78974;10583;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7169,1;0,1099;68681;1034954;0;0
164178;0,472761271;0,372236231;0,346227875;0,117470063;0,164065831;0,138514296;0,298716652;0,098351201;0,320305786;0,353474013;0,772130999;80479;10747;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6943,3;0,1078;66788;1043342;0;0
150889;0,466521748;0,378834773;0,35303435;0,081185507;0,18694537;0,119995493;0,276347319;0,06541902;0,243912335;0,580199953;0,889531308;74359;10475;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6882,1;0,105;65984;1050733;0;0
